Time,AgeGrp,ASFR,PASFR,Births
2014,40,63.504,1.603,4.395
2014,41,49.491,1.249,3.16
2014,42,36.962,0.933,2.182
2014,43,26.534,0.67,1.452
2014,44,18.365,0.464,0.927
2014,45,12.53,0.316,0.58
2014,46,8.801,0.222,0.374
2014,47,6.096,0.154,0.239
2014,48,4.069,0.103,0.148
2014,49,2.274,0.057,0.077
2015,15,35.71,0.928,6.388
2015,16,68.512,1.78,11.77
2015,17,106.291,2.761,17.372
2015,18,144.861,3.764,22.487
2015,19,172.099,4.471,25.348
2015,20,186.245,4.839,26.406
2015,21,193.432,5.025,26.839
2015,22,195.188,5.071,26.475
2015,23,194.697,5.058,25.764
2015,24,192.662,5.005,24.894
2015,25,189.063,4.912,24.019
2015,26,184.145,4.784,23.368
2015,27,179.007,4.651,23.055
2015,28,173.705,4.513,22.717
2015,29,167.384,4.349,22.065
2015,30,160.033,4.158,21.085
2015,31,152.455,3.961,19.893
2015,32,144.933,3.765,18.411
2015,33,137.904,3.583,16.705
2015,34,131.054,3.405,14.519
2015,35,122.579,3.185,12.089
2015,36,112.273,2.917,10.278
2015,37,101.027,2.625,8.865
2015,38,88.941,2.311,7.456
2015,39,75.561,1.963,5.98
2015,40,61.199,1.59,4.513
2015,41,47.68,1.239,3.253
2015,42,35.567,0.924,2.24
2015,43,25.5,0.663,1.486
2015,44,17.632,0.458,0.953
2015,45,11.998,0.312,0.599
2015,46,8.376,0.218,0.384
2015,47,5.76,0.15,0.243
2015,48,3.822,0.099,0.149
2015,49,2.126,0.055,0.077
2016,15,34.937,0.926,6.391
2016,16,67.082,1.779,11.935
2016,17,104.432,2.769,17.83
2016,18,142.855,3.788,23.178
2016,19,170.143,4.511,26.191
2016,20,184.374,4.889,26.898
2016,21,191.043,5.066,26.801
2016,22,191.686,5.083,26.293
2016,23,190.016,5.038,25.456
2016,24,186.942,4.957,24.409
2016,25,182.817,4.847,23.286
2016,26,177.94,4.718,22.267
2016,27,173.263,4.594,21.648
2016,28,168.765,4.475,21.403
2016,29,163.393,4.332,21.048
2016,30,157.029,4.164,20.399
2016,31,150.207,3.983,19.511
2016,32,143.128,3.795,18.421
2016,33,136.156,3.61,17.066
2016,34,129.052,3.422,15.429
2016,35,120.414,3.193,13.165
2016,36,110.111,2.92,10.715
2016,37,98.976,2.624,8.938
2016,38,87.108,2.31,7.54
2016,39,74.123,1.965,6.129
2016,40,60.287,1.599,4.706
2016,41,47.166,1.251,3.432
2016,42,35.275,0.935,2.375
2016,43,25.315,0.671,1.575
2016,44,17.463,0.463,1.006
2016,45,11.792,0.313,0.63
2016,46,8.106,0.215,0.401
2016,47,5.462,0.145,0.248
2016,48,3.547,0.094,0.148
2016,49,1.93,0.051,0.075
2017,15,33.392,0.901,6.182
2017,16,64.024,1.727,11.65
2017,17,100.363,2.708,17.75
2017,18,138.659,3.741,23.51
2017,19,166.735,4.499,26.837
2017,20,182.411,4.921,27.824
2017,21,189.471,5.112,27.36
2017,22,189.563,5.114,26.297
2017,23,187.1,5.048,25.355
2017,24,183.252,4.944,24.232
2017,25,178.81,4.824,23.023
2017,26,174.125,4.698,21.853
2017,27,169.945,4.585,20.942
2017,28,166.169,4.483,20.445
2017,29,161.602,4.36,20.189
2017,30,156.019,4.209,19.809
2017,31,149.614,4.037,19.167
2017,32,142.51,3.845,18.265
2017,33,135.045,3.644,17.158
2017,34,127.106,3.429,15.734
2017,35,117.862,3.18,13.918
2017,36,107.288,2.895,11.586
2017,37,96.102,2.593,9.233
2017,38,84.405,2.277,7.524
2017,39,71.934,1.941,6.145
2017,40,58.89,1.589,4.806
2017,41,46.417,1.252,3.578
2017,42,34.954,0.943,2.512
2017,43,25.283,0.682,1.683
2017,44,17.597,0.475,1.083
2017,45,11.971,0.323,0.683
2017,46,8.231,0.222,0.436
2017,47,5.55,0.15,0.272
2017,48,3.632,0.098,0.164
2017,49,2.013,0.054,0.084
2018,15,33.353,0.911,6.213
2018,16,64.093,1.752,11.805
2018,17,100.27,2.74,18.14
2018,18,137.986,3.771,24.241
2018,19,165.198,4.515,27.795
2018,20,179.847,4.915,28.696
2018,21,186.417,5.095,28.159
2018,22,186.486,5.096,26.639
2018,23,184.268,5.036,25.261
2018,24,180.843,4.942,24.196
2018,25,176.804,4.832,23.062
2018,26,172.441,4.713,21.884
2018,27,168.417,4.603,20.819
2018,28,164.63,4.499,19.979
2018,29,159.955,4.371,19.386
2018,30,154.202,4.214,18.987
2018,31,147.66,4.035,18.49
2018,32,140.475,3.839,17.761
2018,33,132.998,3.635,16.833
2018,34,125.115,3.419,15.705
2018,35,115.967,3.169,14.187
2018,36,105.521,2.884,12.317
2018,37,94.487,2.582,10.084
2018,38,82.962,2.267,7.873
2018,39,70.661,1.931,6.22
2018,40,57.783,1.579,4.875
2018,41,45.49,1.243,3.668
2018,42,34.215,0.935,2.607
2018,43,24.713,0.675,1.756
2018,44,17.171,0.469,1.131
2018,45,11.664,0.319,0.711
2018,46,8.019,0.219,0.453
2018,47,5.403,0.148,0.284
2018,48,3.525,0.096,0.172
2018,49,1.942,0.053,0.087
2019,15,32.713,0.909,6.103
2019,16,62.919,1.748,11.661
2019,17,98.495,2.736,18.038
2019,18,135.621,3.768,24.375
2019,19,162.467,4.514,28.33
2019,20,177.005,4.918,29.533
2019,21,183.649,5.102,29.029
2019,22,183.936,5.11,27.497
2019,23,181.996,5.056,25.7
2019,24,178.87,4.969,24.216
2019,25,175.065,4.864,23.111
2019,26,170.838,4.746,21.97
2019,27,166.806,4.634,20.857
2019,28,162.875,4.525,19.832
2019,29,158.005,4.39,18.888
2019,30,152.035,4.224,18.158
2019,31,145.293,4.037,17.643
2019,32,137.937,3.832,17.047
2019,33,130.322,3.621,16.273
2019,34,122.348,3.399,15.302
2019,35,113.215,3.145,14.05
2019,36,102.892,2.859,12.448
2019,37,92.047,2.557,10.624
2019,38,80.767,2.244,8.52
2019,39,68.777,1.911,6.449
2019,40,56.262,1.563,4.893
2019,41,44.316,1.231,3.695
2019,42,33.355,0.927,2.659
2019,43,24.114,0.67,1.817
2019,44,16.777,0.466,1.18
2019,45,11.417,0.317,0.745
2019,46,7.865,0.219,0.475
2019,47,5.314,0.148,0.298
2019,48,3.48,0.097,0.182
2019,49,1.928,0.054,0.093
2020,15,32.049,0.904,5.95
2020,16,61.73,1.741,11.458
2020,17,96.789,2.73,17.837
2020,18,133.476,3.765,24.289
2020,19,160.077,4.515,28.565
2020,20,174.565,4.924,30.196
2020,21,181.221,5.112,29.968
2020,22,181.554,5.121,28.415
2020,23,179.681,5.068,26.568
2020,24,176.638,4.983,24.644
2020,25,172.925,4.878,23.106
2020,26,168.796,4.761,21.976
2020,27,164.85,4.65,20.895
2020,28,160.991,4.541,19.835
2020,29,156.177,4.405,18.738
2020,30,150.244,4.238,17.702
2020,31,143.506,4.048,16.903
2020,32,136.12,3.84,16.314
2020,33,128.472,3.624,15.683
2020,34,120.469,3.398,14.868
2020,35,111.327,3.14,13.769
2020,36,101.023,2.85,12.402
2020,37,90.232,2.545,10.799
2020,38,79.045,2.23,9.025
2020,39,67.187,1.895,7.008
2020,40,54.841,1.547,5.084
2020,41,43.096,1.216,3.706
2020,42,32.36,0.913,2.669
2020,43,23.337,0.658,1.841
2020,44,16.198,0.457,1.209
2020,45,10.998,0.31,0.767
2020,46,7.568,0.213,0.49
2020,47,5.108,0.144,0.306
2020,48,3.341,0.094,0.186
2020,49,1.846,0.052,0.096
2021,15,31.105,0.891,5.738
2021,16,59.938,1.717,11.092
2021,17,94.267,2.7,17.436
2021,18,130.523,3.739,23.958
2021,19,157.148,4.502,28.467
2021,20,172.064,4.929,30.55
2021,21,179.021,5.128,30.798
2021,22,179.498,5.142,29.505
2021,23,177.648,5.089,27.62
2021,24,174.54,5,25.621
2021,25,170.762,4.892,23.636
2021,26,166.597,4.772,22.072
2021,27,162.676,4.66,20.991
2021,28,158.902,4.552,19.957
2021,29,154.214,4.418,18.824
2021,30,148.426,4.252,17.642
2021,31,141.791,4.062,16.551
2021,32,134.456,3.852,15.693
2021,33,126.825,3.633,15.066
2021,34,118.818,3.404,14.379
2021,35,109.682,3.142,13.421
2021,36,99.4,2.847,12.19
2021,37,88.657,2.54,10.79
2021,38,77.55,2.222,9.199
2021,39,65.815,1.885,7.445
2021,40,53.635,1.536,5.542
2021,41,42.078,1.205,3.863
2021,42,31.541,0.904,2.686
2021,43,22.707,0.65,1.855
2021,44,15.738,0.451,1.23
2021,45,10.671,0.306,0.789
2021,46,7.335,0.21,0.506
2021,47,4.948,0.142,0.317
2021,48,3.239,0.093,0.192
2021,49,1.793,0.051,0.099
2022,15,30.438,0.886,5.674
2022,16,58.736,1.709,10.811
2022,17,92.456,2.69,17.066
2022,18,128.081,3.726,23.618
2022,19,154.232,4.487,28.211
2022,20,168.873,4.913,30.472
2022,21,175.763,5.114,31.073
2022,22,176.356,5.131,30.198
2022,23,174.679,5.082,28.568
2022,24,171.76,4.997,26.56
2022,25,168.156,4.892,24.542
2022,26,164.144,4.776,22.582
2022,27,160.372,4.666,21.112
2022,28,156.744,4.56,20.093
2022,29,152.189,4.428,18.985
2022,30,146.523,4.263,17.761
2022,31,140.006,4.073,16.523
2022,32,132.797,3.864,15.389
2022,33,125.321,3.646,14.518
2022,34,117.489,3.418,13.85
2022,35,108.484,3.156,13.026
2022,36,98.285,2.86,11.93
2022,37,87.615,2.549,10.655
2022,38,76.573,2.228,9.24
2022,39,64.882,1.888,7.628
2022,40,52.734,1.534,5.911
2022,41,41.247,1.2,4.221
2022,42,30.819,0.897,2.801
2022,43,22.1,0.643,1.862
2022,44,15.245,0.444,1.232
2022,45,10.28,0.299,0.794
2022,46,7.032,0.205,0.514
2022,47,4.718,0.137,0.322
2022,48,3.07,0.089,0.194
2022,49,1.687,0.049,0.099
2023,15,29.793,0.88,5.742
2023,16,57.578,1.701,10.714
2023,17,90.715,2.68,16.662
2023,18,125.739,3.714,23.153
2023,19,151.44,4.473,27.847
2023,20,165.824,4.898,30.236
2023,21,172.656,5.1,31.048
2023,22,173.367,5.121,30.537
2023,23,171.858,5.076,29.311
2023,24,169.126,4.996,27.542
2023,25,165.693,4.894,25.505
2023,26,161.831,4.78,23.504
2023,27,158.203,4.673,21.652
2023,28,154.719,4.57,20.258
2023,29,150.293,4.439,19.158
2023,30,144.741,4.275,17.95
2023,31,138.338,4.086,16.667
2023,32,131.248,3.877,15.392
2023,33,123.917,3.66,14.267
2023,34,116.249,3.434,13.377
2023,35,107.368,3.171,12.569
2023,36,97.245,2.872,11.592
2023,37,86.639,2.559,10.438
2023,38,75.657,2.235,9.13
2023,39,64.003,1.891,7.66
2023,40,51.884,1.533,6.049
2023,41,40.461,1.195,4.496
2023,42,30.135,0.89,3.056
2023,43,21.526,0.636,1.938
2023,44,14.779,0.437,1.233
2023,45,9.913,0.293,0.793
2023,46,6.748,0.199,0.516
2023,47,4.503,0.133,0.325
2023,48,2.913,0.086,0.196
2023,49,1.589,0.047,0.099
2024,15,29.171,0.874,5.886
2024,16,56.465,1.692,10.863
2024,17,89.045,2.669,16.535
2024,18,123.496,3.701,22.629
2024,19,148.771,4.459,27.319
2024,20,162.915,4.882,29.867
2024,21,169.698,5.086,30.841
2024,22,170.527,5.111,30.556
2024,23,169.185,5.07,29.686
2024,24,166.636,4.994,28.303
2024,25,163.371,4.896,26.488
2024,26,159.656,4.785,24.461
2024,27,156.171,4.68,22.569
2024,28,152.824,4.58,20.807
2024,29,148.523,4.451,19.34
2024,30,143.082,4.288,18.136
2024,31,136.787,4.099,16.865
2024,32,129.808,3.89,15.545
2024,33,122.614,3.675,14.29
2024,34,115.101,3.449,13.166
2024,35,106.334,3.187,12.153
2024,36,96.279,2.885,11.192
2024,37,85.731,2.569,10.146
2024,38,74.8,2.242,8.944
2024,39,63.179,1.893,7.565
2024,40,51.082,1.531,6.065
2024,41,39.719,1.19,4.593
2024,42,29.489,0.884,3.249
2024,43,20.985,0.629,2.109
2024,44,14.341,0.43,1.279
2024,45,9.568,0.287,0.791
2024,46,6.482,0.194,0.513
2024,47,4.302,0.129,0.325
2024,48,2.767,0.083,0.198
2024,49,1.498,0.045,0.1
2025,15,28.474,0.868,5.99
2025,16,55.207,1.683,11.121
2025,17,87.147,2.657,16.732
2025,18,120.939,3.687,22.404
2025,19,145.727,4.443,26.631
2025,20,159.602,4.866,29.221
2025,21,166.321,5.071,30.392
2025,22,167.264,5.1,30.292
2025,23,166.093,5.064,29.649
2025,24,163.731,4.992,28.613
2025,25,160.641,4.898,27.168
2025,26,157.083,4.789,25.352
2025,27,153.748,4.688,23.442
2025,28,150.547,4.59,21.646
2025,29,146.381,4.463,19.823
2025,30,141.064,4.301,18.267
2025,31,134.891,4.113,16.999
2025,32,128.04,3.904,15.693
2025,33,120.998,3.689,14.401
2025,34,113.655,3.465,13.161
2025,35,105.024,3.202,11.933
2025,36,95.063,2.898,10.79
2025,37,84.601,2.579,9.765
2025,38,73.752,2.249,8.664
2025,39,62.197,1.896,7.381
2025,40,50.159,1.529,5.959
2025,41,38.888,1.186,4.58
2025,42,28.782,0.878,3.3
2025,43,20.404,0.622,2.228
2025,44,13.88,0.423,1.383
2025,45,9.213,0.281,0.814
2025,46,6.211,0.189,0.508
2025,47,4.101,0.125,0.321
2025,48,2.621,0.08,0.196
2025,49,1.409,0.043,0.1
2026,15,27.993,0.862,6.068
2026,16,54.366,1.674,11.419
2026,17,85.909,2.645,17.273
2026,18,119.297,3.673,22.852
2026,19,143.79,4.427,26.567
2026,20,157.506,4.849,28.698
2026,21,164.215,5.056,29.968
2026,22,165.281,5.089,30.097
2026,23,164.269,5.058,29.638
2026,24,162.076,4.99,28.817
2026,25,159.138,4.9,27.693
2026,26,155.71,4.794,26.217
2026,27,152.5,4.695,24.496
2026,28,149.42,4.601,22.669
2026,29,145.356,4.475,20.791
2026,30,140.123,4.314,18.872
2026,31,134.024,4.127,17.257
2026,32,127.247,3.918,15.942
2026,33,120.302,3.704,14.655
2026,34,113.07,3.481,13.373
2026,35,104.507,3.218,12.022
2026,36,94.565,2.912,10.672
2026,37,84.111,2.59,9.48
2026,38,73.263,2.256,8.395
2026,39,61.689,1.899,7.193
2026,40,49.623,1.528,5.843
2026,41,38.362,1.181,4.521
2026,42,28.305,0.871,3.306
2026,43,19.99,0.615,2.272
2026,44,13.537,0.417,1.465
2026,45,8.939,0.275,0.882
2026,46,5.998,0.185,0.525
2026,47,3.939,0.121,0.319
2026,48,2.504,0.077,0.194
2026,49,1.337,0.041,0.099
2027,15,27.401,0.855,6.062
2027,16,53.311,1.664,11.537
2027,17,84.333,2.633,17.679
2027,18,117.188,3.658,23.508
2027,19,141.293,4.411,26.995
2027,20,154.801,4.832,28.517
2027,21,161.477,5.041,29.328
2027,22,162.662,5.078,29.583
2027,23,161.812,5.051,29.357
2027,24,159.797,4.988,28.719
2027,25,157.022,4.902,27.803
2027,26,153.739,4.799,26.637
2027,27,150.666,4.703,25.25
2027,28,147.718,4.611,23.613
2027,29,143.771,4.488,21.701
2027,30,138.642,4.328,19.725
2027,31,132.642,4.141,17.766
2027,32,125.964,3.932,16.127
2027,33,119.14,3.719,14.838
2027,34,112.045,3.498,13.565
2027,35,103.581,3.233,12.172
2027,36,93.697,2.925,10.707
2027,37,83.292,2.6,9.334
2027,38,72.489,2.263,8.111
2027,39,60.944,1.902,6.931
2027,40,48.901,1.526,5.658
2027,41,37.696,1.177,4.404
2027,42,27.728,0.866,3.241
2027,43,19.511,0.609,2.26
2027,44,13.153,0.411,1.482
2027,45,8.641,0.27,0.927
2027,46,5.771,0.18,0.564
2027,47,3.771,0.118,0.327
2027,48,2.383,0.074,0.191
2027,49,1.263,0.039,0.097
2028,15,26.812,0.849,5.996
2028,16,52.261,1.654,11.543
2028,17,82.765,2.619,17.878
2028,18,115.09,3.643,24.073
2028,19,138.813,4.393,27.776
2028,20,152.12,4.814,28.98
2028,21,158.766,5.025,29.156
2028,22,160.07,5.066,28.973
2028,23,159.383,5.044,28.881
2028,24,157.543,4.986,28.472
2028,25,154.93,4.903,27.73
2028,26,151.791,4.804,26.762
2028,27,148.855,4.711,25.674
2028,28,146.038,4.622,24.359
2028,29,142.209,4.501,22.62
2028,30,137.182,4.342,20.599
2028,31,131.278,4.155,18.577
2028,32,124.698,3.947,16.608
2028,33,117.992,3.734,15.018
2028,34,111.029,3.514,13.744
2028,35,102.663,3.249,12.35
2028,36,92.836,2.938,10.837
2028,37,82.48,2.61,9.36
2028,38,71.723,2.27,7.981
2028,39,60.208,1.906,6.688
2028,40,48.19,1.525,5.439
2028,41,37.044,1.172,4.253
2028,42,27.166,0.86,3.148
2028,43,19.045,0.603,2.208
2028,44,12.783,0.405,1.468
2028,45,8.355,0.264,0.933
2028,46,5.555,0.176,0.59
2028,47,3.61,0.114,0.349
2028,48,2.268,0.072,0.194
2028,49,1.194,0.038,0.095
2029,15,26.22,0.842,5.87
2029,16,51.203,1.644,11.433
2029,17,81.184,2.606,17.898
2029,18,112.976,3.626,24.351
2029,19,136.315,4.375,28.443
2029,20,149.424,4.796,29.816
2029,21,156.042,5.009,29.636
2029,22,157.463,5.054,28.819
2029,23,156.937,5.037,28.304
2029,24,155.272,4.984,28.029
2029,25,152.822,4.905,27.508
2029,26,149.828,4.809,26.704
2029,27,147.028,4.719,25.807
2029,28,144.342,4.633,24.78
2029,29,140.629,4.514,23.343
2029,30,135.705,4.356,21.476
2029,31,129.898,4.169,19.403
2029,32,123.415,3.961,17.369
2029,33,116.825,3.75,15.471
2029,34,109.994,3.531,13.916
2029,35,101.725,3.265,12.514
2029,36,91.957,2.952,10.991
2029,37,81.653,2.621,9.468
2029,38,70.945,2.277,7.995
2029,39,59.465,1.909,6.569
2029,40,47.479,1.524,5.234
2029,41,36.396,1.168,4.076
2029,42,26.611,0.854,3.031
2029,43,18.588,0.597,2.136
2029,44,12.421,0.399,1.428
2029,45,8.079,0.259,0.919
2029,46,5.346,0.172,0.591
2029,47,3.457,0.111,0.364
2029,48,2.16,0.069,0.207
2029,49,1.13,0.036,0.096
2030,15,25.685,0.834,5.698
2030,16,50.257,1.633,11.234
2030,17,79.782,2.592,17.782
2030,18,111.109,3.609,24.443
2030,19,134.119,4.357,28.838
2030,20,147.063,4.777,30.601
2030,21,153.669,4.992,30.57
2030,22,155.211,5.042,29.381
2030,23,154.843,5.03,28.239
2030,24,153.348,4.982,27.552
2030,25,151.054,4.907,27.159
2030,26,148.199,4.814,26.564
2030,27,145.53,4.728,25.824
2030,28,142.967,4.644,24.979
2030,29,139.362,4.527,23.812
2030,30,134.53,4.37,22.22
2030,31,128.807,4.184,20.28
2030,32,122.406,3.976,18.186
2030,33,115.916,3.766,16.222
2030,34,109.197,3.547,14.376
2030,35,101.006,3.281,12.701
2030,36,91.277,2.965,11.157
2030,37,81.002,2.631,9.617
2030,38,70.321,2.284,8.098
2030,39,58.854,1.912,6.585
2030,40,46.878,1.523,5.14
2030,41,35.836,1.164,3.92
2030,42,26.124,0.849,2.903
2030,43,18.183,0.591,2.054
2030,44,12.098,0.393,1.379
2030,45,7.83,0.254,0.892
2030,46,5.158,0.168,0.582
2030,47,3.318,0.108,0.364
2030,48,2.061,0.067,0.215
2030,49,1.071,0.035,0.102
