t,n_alive,new_deaths,cum_deaths,pregnancy.pregnancies,pregnancy.births,pregnancy.cbr,deaths.new,deaths.cumulative,deaths.cmr,hiv.n_on_art,hiv.n_susceptible,hiv.n_infected,hiv.prevalence,hiv.new_infections,hiv.cum_infections,hiv.new_deaths,hiv.Agent10_cd4,hiv.Agent10_V_level,hiv.Agent11_cd4,hiv.Agent11_V_level
1990.0,9981997.0999,0.0,0.0,998.0999,0.0,0.0,0.0,0.0,0.0,0.0,8991881.9991,990115.1008,0.09919008099190081,990115.1008,990115.1008,0,500,0,420,0
1990.0027397260274,9981997.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8991881.9991,990115.1008,0.09919008099190081,0.0,990115.1008,0,500,0,356,0
1990.0054794520547,9981997.0999,998.0999,0.0,998.0999,0.0,0.0,998.0999,998.0999,9.999000099990002e-05,0.0,8992880.099000001,989117.0009000001,0.09909009099090091,0.0,990115.1008,0,500,0,304,0
1990.008219178082,9981997.0999,0.0,998.0999,0.0,0.0,0.0,0.0,998.0999,0.0,0.0,8992880.099000001,989117.0009000001,0.09909009099090091,0.0,990115.1008,0,500,0,263,0
1990.0109589041094,9982995.1998,0.0,998.0999,998.0999,0.0,0.0,0.0,998.0999,0.0,0.0,8993878.198900001,989117.0009000001,0.09908018396320736,0.0,990115.1008,0,500,0,231,0
1990.0136986301368,9982995.1998,0.0,998.0999,0.0,0.0,0.0,0.0,998.0999,0.0,0.0,8993878.198900001,989117.0009000001,0.09908018396320736,0.0,990115.1008,0,500,0,204,0
1990.0164383561641,9982995.1998,0.0,998.0999,0.0,0.0,0.0,0.0,998.0999,0.0,0.0,8993878.198900001,989117.0009000001,0.09908018396320736,0.0,990115.1008,0,500,0,183,0
1990.0191780821915,9982995.1998,0.0,998.0999,0.0,0.0,0.0,0.0,998.0999,0.0,0.0,8993878.198900001,989117.0009000001,0.09908018396320736,0.0,990115.1008,0,500,0,167,0
1990.0219178082189,9981997.0999,998.0999,998.0999,0.0,0.0,0.0,998.0999,1996.1998,9.999000099990002e-05,0.0,8992880.099000001,989117.0009000001,0.09909009099090091,0.0,990115.1008,0,500,0,153,0
1990.0246575342462,9982995.1998,998.0999,1996.1998,1996.1998,0.0,0.0,998.0999,2994.2997,9.998000399920017e-05,0.0,8993878.198900001,989117.0009000001,0.09908018396320736,0.0,990115.1008,0,500,0,142,0
1990.0273972602736,9982995.1998,998.0999,2994.2997,998.0999,0.0,0.0,998.0999,3992.3996,9.998000399920017e-05,0.0,8993878.198900001,989117.0009000001,0.09908018396320736,0.0,990115.1008,0,500,0,134,0
1990.030136986301,9983993.299700001,0.0,3992.3996,998.0999,0.0,0.0,0.0,3992.3996,0.0,0.0,8994876.2988,989117.0009000001,0.0990702789163251,0.0,990115.1008,0,500,0,127,0
1990.0328767123283,9984991.399600001,0.0,3992.3996,998.0999,0.0,0.0,0.0,3992.3996,0.0,0.0,8995874.3987,989117.0009000001,0.09906037584966014,0.0,990115.1008,0,500,0,121,0
1990.0356164383556,9983993.299700001,998.0999,3992.3996,0.0,0.0,0.0,998.0999,4990.4995,9.99700089973008e-05,0.0,8994876.2988,989117.0009000001,0.0990702789163251,0.0,990115.1008,0,500,0,117,0
1990.038356164383,9984991.399600001,0.0,4990.4995,998.0999,0.0,0.0,0.0,4990.4995,0.0,0.0,8995874.3987,989117.0009000001,0.09906037584966014,0.0,990115.1008,0,500,0,114,0
1990.0410958904104,9987985.6993,0.0,4990.4995,2994.2997,0.0,0.0,0.0,4990.4995,0.0,0.0,8998868.6984,989117.0009000001,0.09903067852503247,0.0,990115.1008,0,500,0,111,0
1990.0438356164377,9989981.8991,0.0,4990.4995,1996.1998,0.0,0.0,0.0,4990.4995,0.0,0.0,9000864.8982,989117.0009000001,0.09901089019882106,0.0,990115.1008,0,500,0,109,0
1990.046575342465,9989981.8991,0.0,4990.4995,0.0,0.0,0.0,0.0,4990.4995,0.0,0.0,9000864.8982,989117.0009000001,0.09901089019882106,0.0,990115.1008,0,500,0,107,0
1990.0493150684924,9988983.7992,998.0999,4990.4995,0.0,0.0,0.0,998.0999,5988.5994,9.992006394884092e-05,0.0,8999866.7983,989117.0009000001,0.09902078337330136,0.0,990115.1008,0,500,0,105,0
1990.0520547945198,9990979.999,0.0,5988.5994,1996.1998,0.0,0.0,0.0,5988.5994,0.0,0.0,9001862.9981,989117.0009000001,0.099000999000999,0.0,990115.1008,0,500,0,104,0
1990.0547945205471,9990979.999,0.0,5988.5994,0.0,0.0,0.0,0.0,5988.5994,0.0,0.0,9001862.9981,989117.0009000001,0.099000999000999,0.0,990115.1008,0,500,0,103,0
1990.0575342465745,9990979.999,0.0,5988.5994,0.0,0.0,0.0,0.0,5988.5994,0.0,0.0,9001862.9981,989117.0009000001,0.099000999000999,0.0,990115.1008,0,500,0,102,0
1990.0602739726019,9991978.0989,0.0,5988.5994,998.0999,0.0,0.0,0.0,5988.5994,0.0,0.0,9002861.098000001,989117.0009000001,0.09899110977924283,0.0,990115.1008,0,500,0,102,0
1990.0630136986292,9993974.298700001,0.0,5988.5994,1996.1998,0.0,0.0,0.0,5988.5994,0.0,0.0,9004857.2978,989117.0009000001,0.09897133726155997,0.0,990115.1008,0,500,0,101,0
1990.0657534246566,9997966.6983,0.0,5988.5994,3992.3996,0.0,0.0,0.0,5988.5994,0.0,0.0,9008849.6974,989117.0009000001,0.09893181591294799,0.0,990115.1008,0,500,0,101,0
1990.068493150684,9999962.8981,0.0,5988.5994,1996.1998,0.0,0.0,0.0,5988.5994,0.0,0.0,9010845.8972,989117.0009000001,0.09891206707256213,0.0,990115.1008,0,500,0,101,0
1990.0712328767113,10001959.097900001,0.0,5988.5994,1996.1998,0.0,0.0,0.0,5988.5994,0.0,0.0,9012842.097000001,989117.0009000001,0.09889232611515816,0.0,990115.1008,0,500,0,100,0
1990.0739726027386,10002957.197800001,998.0999,5988.5994,1996.1998,0.0,0.0,998.0999,6986.6993,9.978048293753741e-05,0.0,9013840.1969,989117.0009000001,0.09888245859109958,0.0,990115.1008,0,500,0,100,0
1990.076712328766,10005951.4975,0.0,6986.6993,2994.2997,0.0,0.0,0.0,6986.6993,0.0,0.0,9016834.4966,989117.0009000001,0.09885286783042393,0.0,990115.1008,0,500,0,100,0
1990.0794520547934,10006949.5974,0.0,6986.6993,998.0999,0.0,0.0,0.0,6986.6993,0.0,0.0,9017832.5965,989117.0009000001,0.09884300817873529,0.0,990115.1008,0,500,0,100,0
1990.0821917808207,10008945.7972,0.0,6986.6993,1996.1998,0.0,0.0,0.0,6986.6993,0.0,0.0,9019828.7963,989117.0009000001,0.09882329477463103,0.0,990115.1008,0,500,0,100,0
1990.084931506848,10011940.096900001,0.0,6986.6993,2994.2997,0.0,0.0,0.0,6986.6993,0.0,0.0,9022823.096,989117.0009000001,0.09879373940783572,0.0,990115.1008,0,500,0,100,0
1990.0876712328754,10014934.3966,0.0,6986.6993,2994.2997,0.0,0.0,0.0,6986.6993,0.0,0.0,9025817.3957,989117.0009000001,0.09876420171417181,0.0,990115.1008,0,500,0,100,0
1990.0904109589028,10014934.3966,998.0999,6986.6993,998.0999,0.0,0.0,998.0999,7984.7992,9.966115208291808e-05,0.0,9025817.3957,989117.0009000001,0.09876420171417181,0.0,990115.1008,0,500,0,100,0
1990.0931506849302,10016930.5964,0.0,7984.7992,1996.1998,0.0,0.0,0.0,7984.7992,0.0,0.0,9027813.5955,989117.0009000001,0.09874451972897569,0.0,990115.1008,0,500,0,100,0
1990.0958904109575,10015932.4965,998.0999,7984.7992,0.0,0.0,0.0,998.0999,8982.8991,9.965122072745392e-05,0.0,9026815.4956,989117.0009000001,0.09875435974090682,0.0,990115.1008,0,500,0,100,0
1990.0986301369849,10016930.5964,0.0,8982.8991,998.0999,0.0,0.0,0.0,8982.8991,0.0,0.0,9027813.5955,989117.0009000001,0.09874451972897569,0.0,990115.1008,0,500,0,100,0
